State-Year,homicide_rate,gun_homicide_rate,other_homicide,homicide_pct_difference,suicide_rate,gun_suicide_rate,other_suicide,suicide_pct_difference,background_checks_q2,criminals_q2,criminals_q3,criminals_q4,criminals_q5,criminals_q7,criminals_q8,criminals_q9,domestic_violence_q1,domestic_violence_q2,domestic_violence_q4,domestic_violence_q5,domestic_violence_q7,domestic_violence_q9,domestic_violence_q11,domestic_violence_q12,domestic_violence_q13,domestic_violence_q14,domestic_violence_q15,domestic_violence_q16,domestic_violence_q17,drugs_and_alcohol_q1,drugs_and_alcohol_q2,drugs_and_alcohol_q3,drugs_and_alcohol_q4,drugs_and_alcohol_q7,drugs_and_alcohol_q8,drugs_and_alcohol_q9,drugs_and_alcohol_q10,drugs_and_alcohol_q11,drugs_and_alcohol_q12,mental_illness_q1,mental_illness_q2,mental_illness_q3,mental_illness_q4,mental_illness_q5,mental_illness_q6,mental_illness_q7,mental_illness_q8,mental_illness_q9,mental_illness_q10,mental_illness_q11,mental_illness_q12,minimum_age_q1,minimum_age_q2,minimum_age_q3,minimum_age_q4,permitting_process_q1,permitting_process_q2,permitting_process_q3,permitting_process_q5,permitting_process_q6,permitting_process_q7,permitting_process_q8,permitting_process_q9,permitting_process_q10,permitting_process_q12,permitting_process_q13,other_q1,other_q2,other_q3,other_q4,other_q5,other_q6,other_q7,other_q8,other_q9,background_checks_q2_neighbors,criminals_q2_neighbors,criminals_q3_neighbors,criminals_q4_neighbors,criminals_q5_neighbors,criminals_q7_neighbors,criminals_q8_neighbors,criminals_q9_neighbors,domestic_violence_q1_neighbors,domestic_violence_q2_neighbors,domestic_violence_q4_neighbors,domestic_violence_q5_neighbors,domestic_violence_q7_neighbors,domestic_violence_q9_neighbors,domestic_violence_q11_neighbors,domestic_violence_q12_neighbors,domestic_violence_q13_neighbors,domestic_violence_q14_neighbors,domestic_violence_q15_neighbors,domestic_violence_q16_neighbors,domestic_violence_q17_neighbors,drugs_and_alcohol_q1_neighbors,drugs_and_alcohol_q2_neighbors,drugs_and_alcohol_q3_neighbors,drugs_and_alcohol_q4_neighbors,drugs_and_alcohol_q7_neighbors,drugs_and_alcohol_q8_neighbors,drugs_and_alcohol_q9_neighbors,drugs_and_alcohol_q10_neighbors,drugs_and_alcohol_q11_neighbors,drugs_and_alcohol_q12_neighbors,mental_illness_q1_neighbors,mental_illness_q2_neighbors,mental_illness_q3_neighbors,mental_illness_q4_neighbors,mental_illness_q5_neighbors,mental_illness_q6_neighbors,mental_illness_q7_neighbors,mental_illness_q8_neighbors,mental_illness_q9_neighbors,mental_illness_q10_neighbors,mental_illness_q11_neighbors,mental_illness_q12_neighbors,minimum_age_q1_neighbors,minimum_age_q2_neighbors,minimum_age_q3_neighbors,minimum_age_q4_neighbors,permitting_process_q1_neighbors,permitting_process_q2_neighbors,permitting_process_q3_neighbors,permitting_process_q5_neighbors,permitting_process_q6_neighbors,permitting_process_q7_neighbors,permitting_process_q8_neighbors,permitting_process_q9_neighbors,permitting_process_q10_neighbors,permitting_process_q12_neighbors,permitting_process_q13_neighbors,other_q1_neighbors,other_q2_neighbors,other_q3_neighbors,other_q4_neighbors,other_q5_neighbors,other_q6_neighbors,other_q7_neighbors,other_q8_neighbors,other_q9_neighbors,homicide_rank
Mississippi 1999,0.5154639175257734,0.43312101910828027,0.4146341463414635,0.17503217503217508,0.2151898734177215,0.47239263803681,0.019230769230769162,0.011435331230283896,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.0625,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2000,0.5206185567010311,0.4394904458598726,0.4146341463414635,0.17269841269841274,0.19409282700421937,0.41104294478527614,0.06730769230769235,0.02796651298228587,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.0625,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2001,0.5463917525773196,0.4585987261146497,0.43902439024390255,0.1758241758241759,0.24472573839662443,0.4601226993865031,0.10576923076923073,0.030426967940723353,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.0625,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2002,0.5051546391752578,0.4267515923566879,0.4024390243902439,0.1722113502935421,0.2658227848101265,0.48466257668711665,0.11538461538461531,0.029582895198037147,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.0625,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2003,0.5000000000000001,0.41401273885350315,0.4146341463414635,0.18242790073775997,0.2531645569620253,0.47239263803681,0.10576923076923073,0.029018497275595058,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.0625,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2004,0.46391752577319595,0.41401273885350315,0.329268292682927,0.1448692152917506,0.2658227848101265,0.45398773006134974,0.16346153846153838,0.04329189088884765,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.3125,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5
Mississippi 2005,0.4175257731958763,0.356687898089172,0.3292682926829269,0.16589861751152077,0.2869198312236286,0.47239263803681,0.18269230769230754,0.04464797820476052,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.3125,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,5
Mississippi 2006,0.5309278350515465,0.4585987261146497,0.4024390243902439,0.1611721611721612,0.2320675105485232,0.4049079754601228,0.1634615384615385,0.05106722930066779,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.3125,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,5
Mississippi 2007,0.46391752577319595,0.4458598726114649,0.2682926829268294,0.11027568922305774,0.32489451476793246,0.5153374233128835,0.20192307692307687,0.04265316287564337,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2894736842105263,0.0,0.3125,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,5
Mississippi 2008,0.5360824742268042,0.4968152866242038,0.34146341463414626,0.12698412698412698,0.3375527426160337,0.5276073619631902,0.21153846153846162,0.04289570392533093,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.368421052631579,0.0,0.3125,0.0,0.5,0.625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.0,0.0,0.0625,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,5
Mississippi 2009,0.443298969072165,0.3949044585987261,0.31707317073170743,0.1456582633053222,0.3037974683544303,0.49693251533742333,0.1826923076923077,0.04133520779042657,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2010,0.4587628865979381,0.41401273885350315,0.3170731707317073,0.13950368879946345,0.2995780590717299,0.45398773006134974,0.24038461538461536,0.05947300055668957,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2011,0.5103092783505155,0.45222929936305734,0.3658536585365853,0.1484230055658627,0.3037974683544303,0.47239263803681,0.22115384615384603,0.05246271866934325,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2012,0.4793814432989691,0.4394904458598726,0.3170731707317073,0.13206349206349208,0.34177215189873417,0.5460122699386504,0.1923076923076923,0.037223974763406956,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,0.25,1.0,0.75,0.75,1.0,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2013,0.46907216494845366,0.43312101910828027,0.30487804878048785,0.12870012870012873,0.2995780590717299,0.5030674846625768,0.16346153846153838,0.03685424510701807,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.75,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2014,0.5412371134020619,0.535031847133758,0.2804878048780489,0.09735449735449742,0.27848101265822783,0.4355828220858896,0.2211538461538462,0.0586096791567285,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657894736842106,0.0,0.3125,0.0,0.5,0.625,0.25,0.5,0.3333333333333333,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.75,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.75,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2015,0.5360824742268042,0.5477707006369427,0.24390243902439027,0.08281573498964806,0.34177215189873417,0.5030674846625768,0.2596153846153845,0.055340727926461095,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.605263157894737,0.0,0.375,0.0,0.5,0.625,0.25,0.5625,0.3333333333333333,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.625,0.625,0.375,0.625,0.625,0.25,0.25,0.0,0.0,0.25,0.25,0.75,1.0,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Mississippi 2016,0.5824742268041238,0.5923566878980892,0.26829268292682923,0.08465608465608465,0.2869198312236286,0.4662576687116564,0.1923076923076923,0.04749990935131805,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.605263157894737,0.0,0.375,0.0,0.5,0.625,0.25,0.5625,0.3333333333333333,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.3125,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.625,0.625,0.375,0.625,0.625,0.25,0.25,0.0,0.0,0.25,0.25,0.75,1.0,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,5
Missouri 1999,0.3144329896907217,0.2420382165605096,0.30487804878048785,0.21645021645021648,0.27848101265822783,0.39877300613496935,0.27884615384615385,0.07930018263323928,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.7434210526315791,0.15625,0.125,0.0,0.625,0.75,0.375,0.15625,0.0,0.15625,0.125,0.0,0.0,0.375,0.375,0.625,0.5,0.6875,0.375,0.375,0.28125,0.0,0.1875,0.0,0.875,0.875,0.375,0.875,0.875,0.25,0.28125,0.28125,0.15625,0.28125,0.28125,0.15625,0.15625,0.0,0.0,0.5,0.5,0.25,0.875,1.0,0.25,0.75,0.625,1.0,0.875,0.625,0.5,0.375,0.625,0.625,0.5,0.625,0.4375,0.0,0.125,0.21875,0.15625,0.15625,0.15625,0.0,0.5,0.5625,4
