State-Year,State,Year,background_checks_q2_neighbors,criminals_q2_neighbors,criminals_q3_neighbors,criminals_q4_neighbors,criminals_q5_neighbors,criminals_q7_neighbors,criminals_q8_neighbors,criminals_q9_neighbors,domestic_violence_q1_neighbors,domestic_violence_q2_neighbors,domestic_violence_q4_neighbors,domestic_violence_q5_neighbors,domestic_violence_q7_neighbors,domestic_violence_q9_neighbors,domestic_violence_q11_neighbors,domestic_violence_q12_neighbors,domestic_violence_q13_neighbors,domestic_violence_q14_neighbors,domestic_violence_q15_neighbors,domestic_violence_q16_neighbors,domestic_violence_q17_neighbors,drugs_and_alcohol_q1_neighbors,drugs_and_alcohol_q2_neighbors,drugs_and_alcohol_q3_neighbors,drugs_and_alcohol_q4_neighbors,drugs_and_alcohol_q7_neighbors,drugs_and_alcohol_q8_neighbors,drugs_and_alcohol_q9_neighbors,drugs_and_alcohol_q10_neighbors,drugs_and_alcohol_q11_neighbors,drugs_and_alcohol_q12_neighbors,mental_illness_q1_neighbors,mental_illness_q2_neighbors,mental_illness_q3_neighbors,mental_illness_q4_neighbors,mental_illness_q5_neighbors,mental_illness_q6_neighbors,mental_illness_q7_neighbors,mental_illness_q8_neighbors,mental_illness_q9_neighbors,mental_illness_q10_neighbors,mental_illness_q11_neighbors,mental_illness_q12_neighbors,minimum_age_q1_neighbors,minimum_age_q2_neighbors,minimum_age_q3_neighbors,minimum_age_q4_neighbors,permitting_process_q1_neighbors,permitting_process_q2_neighbors,permitting_process_q3_neighbors,permitting_process_q5_neighbors,permitting_process_q6_neighbors,permitting_process_q7_neighbors,permitting_process_q8_neighbors,permitting_process_q9_neighbors,permitting_process_q10_neighbors,permitting_process_q12_neighbors,permitting_process_q13_neighbors,other_q1_neighbors,other_q2_neighbors,other_q3_neighbors,other_q4_neighbors,other_q5_neighbors,other_q6_neighbors,other_q7_neighbors,other_q8_neighbors,other_q9_neighbors
Minnesota 1994,Minnesota,1994,0.25,5.0,0.0,1.0,0.0,4.0,8.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Mississippi 1994,Mississippi,1994,0.25,3.5,0.0,0.25,0.0,2.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Missouri 1994,Missouri,1994,0.625,6.375,0.125,0.5,0.0,3.5,7.0,0.75,0.0,0.0,0.125,0.0,0.0,0.0,1.5,3.0,3.0,3.0,2.0,1.0,1.0,0.625,0.0,0.75,0.0,3.0,3.0,0.5,3.0,3.0,0.5,1.125,1.125,0.125,0.625,0.625,0.125,0.625,0.0,0.0,3.0,3.0,0.0,3.5,4.0,1.0,3.0,3.0,4.0,4.0,3.5,3.5,3.0,1.0,1.0,0.0,2.5,2.5,0.0,0.0,0.375,0.125,0.125,0.125,0.0,3.0,1.5
Montana 1994,Montana,1994,0.0,3.5,0.0,1.0,0.0,3.0,7.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nebraska 1994,Nebraska,1994,0.3333333333333333,5.333333333333333,0.0,0.0,0.0,2.6666666666666665,6.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.8333333333333334,0.0,2.6666666666666665,2.0,1.3333333333333333,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,2.0,3.3333333333333335,0.0,1.3333333333333333,1.3333333333333333,4.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,3.0,2.3333333333333335,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333
Nevada 1994,Nevada,1994,0.4,6.2,0.2,0.8,0.2,3.2,6.4,0.4,0.8,0.0,0.4,0.0,0.8,0.0,0.8,1.6,0.0,0.0,2.0,0.0,0.8,0.0,0.0,1.2,0.0,1.6,0.0,2.4,1.6,0.0,0.8,2.6,2.6,1.6,1.6,1.6,0.8,0.8,0.0,0.8,0.8,0.8,2.4,4.0,4.0,3.2,4.0,0.0,4.0,1.6,2.4,0.8,1.6,4.0,1.6,4.0,4.0,3.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0
New Hampshire 1994,New Hampshire,1994,0.6666666666666666,4.0,0.0,1.3333333333333333,0.0,1.3333333333333333,5.333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,3.3333333333333335,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0
New Jersey 1994,New Jersey,1994,0.3333333333333333,4.333333333333333,0.0,2.0,0.0,4.0,8.0,0.0,0.6666666666666666,0.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,0.0,2.8333333333333335,1.3333333333333333,1.3333333333333333,2.0,0.0,0.0,0.0,4.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,2.0,2.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,4.0,1.3333333333333333,4.0,0.0,4.0,0.0,4.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,4.0,1.3333333333333333,4.0,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
New Mexico 1994,New Mexico,1994,0.0,7.0,0.2,0.0,0.2,2.4,4.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,1.2,0.8,0.8,0.0,0.0,0.4,0.0,2.4,1.6,0.8,2.4,1.6,0.0,1.0,1.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,1.6,1.6,0.8,3.2,4.0,2.4,3.2,1.6,4.0,2.4,2.4,2.4,2.4,1.6,0.8,1.6,2.8,2.8,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.6,0.8
New York 1994,New York,1994,1.0,2.8,0.0,0.6,0.0,2.4,6.4,0.6,0.2,0.2,2.2,2.8,1.6,1.6,2.0,0.8,0.8,0.8,1.8,0.8,1.6,0.6,0.4,0.4,0.0,2.4,0.8,1.6,0.0,0.8,1.6,1.4,1.2,0.0,1.4,1.2,0.0,0.8,0.0,0.8,1.6,0.8,0.8,2.4,4.0,1.6,3.2,0.0,3.2,1.6,3.2,2.4,1.6,3.2,1.6,0.8,3.6,3.6,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.8,2.0
North Carolina 1994,North Carolina,1994,0.25,4.5,0.0,0.0,0.0,1.0,2.0,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,4.0,2.5,0.0,0.5,0.25,1.0,0.0,0.0,0.25,1.0,1.0
North Dakota 1994,North Dakota,1994,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,2.6666666666666665,5.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4.0,1.3333333333333333,4.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,4.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,4.0,1.3333333333333333,4.0,2.6666666666666665,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,1.3333333333333333
Ohio 1994,Ohio,1994,0.4,6.2,0.0,0.0,0.0,2.4,4.8,0.2,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,0.8,0.8,1.2,0.8,0.8,0.0,0.0,0.8,0.0,2.4,0.8,1.6,1.6,0.8,1.6,1.0,0.8,0.0,1.0,0.8,0.0,0.8,0.0,0.0,0.8,0.8,0.8,3.2,4.0,1.6,3.2,0.8,4.0,1.6,3.2,0.8,1.6,2.4,3.2,2.4,3.6,2.8,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.8,0.4
Oklahoma 1994,Oklahoma,1994,0.16666666666666666,7.0,0.0,0.0,0.0,3.3333333333333335,6.666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.6666666666666667,0.0,0.0,0.6666666666666666,0.0,0.8333333333333334,0.0,3.3333333333333335,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,2.6666666666666665,4.0,0.0,2.0,3.3333333333333335,4.0,3.3333333333333335,3.3333333333333335,4.0,3.3333333333333335,0.0,0.6666666666666666,0.0,2.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.3333333333333335,1.6666666666666667
Oregon 1994,Oregon,1994,0.5,6.0,0.0,2.0,0.0,3.0,6.0,0.5,2.0,0.0,1.5,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,3.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Pennsylvania 1994,Pennsylvania,1994,0.5,5.166666666666667,0.6666666666666666,1.3333333333333333,0.0,3.3333333333333335,6.666666666666667,0.5,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.9166666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.0,1.8333333333333333,0.0,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,2.6666666666666665,0.16666666666666666,2.3333333333333335,3.0,0.0,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,2.6666666666666665,4.0,2.0,4.0,0.6666666666666666,4.0,2.0,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.0,2.0,2.0,3.6666666666666665,2.3333333333333335,0.0,0.0,0.8333333333333334,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
Rhode Island 1994,Rhode Island,1994,1.5,3.5,0.0,0.5,0.0,2.0,4.0,0.5,0.5,0.5,1.5,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,0.0,0.0,1.5,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.5,1.0,0.0,1.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,2.0
South Carolina 1994,South Carolina,1994,0.5,7.0,0.5,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0
South Dakota 1994,South Dakota,1994,0.3333333333333333,3.1666666666666665,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,6.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0833333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,2.6666666666666665,2.0,2.0,1.3333333333333333,2.0,1.3333333333333333,1.1666666666666667,1.1666666666666667,0.8333333333333334,0.5,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,4.0,4.0,2.0,2.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,1.3333333333333333,3.6666666666666665,2.3333333333333335,0.0,0.0,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,1.6666666666666667
Tennessee 1994,Tennessee,1994,0.25,6.375,0.125,0.125,0.0,3.0,6.5,0.625,0.0,0.0,0.25,0.0,0.5,0.0,1.25,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.0,0.75,0.0,3.0,2.5,1.0,2.5,2.5,1.0,1.125,1.125,0.625,1.375,0.875,0.625,0.125,0.0,0.0,2.0,3.0,0.0,3.0,4.0,0.0,1.5,2.0,4.0,2.0,3.5,2.5,2.5,1.5,1.0,0.5,3.0,1.75,0.0,0.25,0.625,0.5,0.0,0.0,0.0,2.5,2.0
Texas 1994,Texas,1994,0.0,7.0,0.0,0.0,0.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5
Utah 1994,Utah,1994,0.0,6.666666666666667,0.0,0.0,0.0,1.3333333333333333,3.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.0,2.0,0.6666666666666666,4.0,2.0,1.3333333333333333,2.0,1.3333333333333333,2.0,2.0,2.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0
Vermont 1994,Vermont,1994,1.0,4.0,0.0,0.6666666666666666,0.0,1.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.5,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,2.6666666666666665,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,4.0,2.6666666666666665,2.6666666666666665,0.0,4.0,0.0,4.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,4.0,2.6666666666666665,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333
Virginia 1994,Virginia,1994,0.4,4.8,0.2,0.0,0.0,2.4,4.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,1.6,1.6,1.0,0.0,0.0,0.2,0.0,1.2,0.0,2.4,1.6,1.6,1.6,1.6,1.6,1.4,1.4,0.2,1.4,1.4,0.2,1.0,0.0,0.0,1.6,1.6,0.8,3.2,4.0,0.8,2.4,1.6,4.0,3.2,3.2,1.6,2.4,1.6,1.6,0.8,3.2,2.4,0.0,0.0,0.4,0.8,0.0,0.8,0.0,1.6,0.8
Washington 1994,Washington,1994,0.0,6.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia 1994,West Virginia,1994,0.0,4.4,0.8,0.0,0.0,3.2,6.4,0.6,0.0,0.0,1.2,0.8,0.8,0.0,1.6,1.6,1.6,1.6,2.2,1.6,1.6,0.8,0.0,1.0,0.0,3.2,1.6,1.6,1.6,1.6,1.6,1.2,1.2,0.8,0.8,0.8,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6,4.0,0.0,2.4,1.6,4.0,1.6,4.0,1.6,2.4,2.4,0.8,0.0,3.2,3.2,0.0,0.4,1.0,0.8,0.0,0.0,0.0,2.4,1.6
Wisconsin 1994,Wisconsin,1994,1.0,5.25,0.25,1.0,0.0,2.0,4.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.625,1.0,1.0,0.25,0.25,1.25,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.75,1.5,0.0,0.75,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.5,3.5,0.0,0.0,1.0,1.25,1.0,1.0,0.0,1.0,0.5
Wyoming 1994,Wyoming,1994,0.16666666666666666,4.166666666666667,0.3333333333333333,0.0,0.16666666666666666,3.3333333333333335,6.666666666666667,0.6666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,3.3333333333333335,1.3333333333333333,2.0,0.6666666666666666,4.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.0,2.0,1.3333333333333333,3.3333333333333335,2.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0
Alabama 1995,Alabama,1995,0.25,6.25,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Alaska 1995,Alaska,1995,0.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Arizona 1995,Arizona,1995,0.4,7.0,0.2,0.8,0.2,3.2,6.4,0.4,0.8,0.0,1.6,0.4,2.0,0.0,1.6,2.4,1.6,1.6,2.0,0.8,1.6,0.0,0.0,1.2,0.0,2.4,1.6,2.4,2.4,1.6,1.6,1.0,1.0,1.6,0.8,0.8,0.8,0.0,0.0,0.8,1.6,2.4,0.8,4.0,4.0,1.6,2.4,0.8,4.0,2.4,2.4,2.4,1.6,2.4,2.4,2.4,3.2,2.4,0.0,0.8,0.0,0.2,0.2,0.2,0.0,1.6,0.4
Arkansas 1995,Arkansas,1995,0.3333333333333333,5.5,0.0,0.0,0.0,2.0,4.666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,2.0,1.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,4.0,0.6666666666666666,4.0,0.6666666666666666,4.0,2.6666666666666665,2.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,3.3333333333333335,1.3333333333333333,3.6666666666666665,2.3333333333333335,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,1.0
California 1995,California,1995,0.0,8.0,0.0,0.0,0.0,2.6666666666666665,5.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.3333333333333333,0.0,0.0,4.0,2.6666666666666665,4.0,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado 1995,Colorado,1995,0.14285714285714285,6.142857142857143,0.2857142857142857,0.0,0.14285714285714285,2.857142857142857,6.285714285714286,0.42857142857142855,0.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0,1.1428571428571428,1.7142857142857142,2.2857142857142856,1.7142857142857142,2.0,1.1428571428571428,1.1428571428571428,0.7142857142857143,0.0,0.5714285714285714,0.0,3.4285714285714284,2.857142857142857,0.5714285714285714,2.857142857142857,2.857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,1.7142857142857142,1.7142857142857142,1.1428571428571428,3.4285714285714284,3.4285714285714284,1.7142857142857142,2.2857142857142856,1.7142857142857142,4.0,4.0,3.4285714285714284,1.7142857142857142,1.7142857142857142,2.2857142857142856,1.1428571428571428,2.2857142857142856,3.142857142857143,2.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,2.2857142857142856,1.4285714285714286
Connecticut 1995,Connecticut,1995,1.6666666666666667,4.0,0.0,0.6666666666666666,0.0,1.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.5,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,0.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333333,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,4.0,4.0,4.0,4.0,0.0,4.0,1.3333333333333333,4.0,4.0,4.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,4.0,2.6666666666666665,0.0,0.0,1.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.0,1.3333333333333333
Delaware 1995,Delaware,1995,1.0,3.0,0.0,2.0,0.0,4.0,8.0,0.6666666666666666,0.0,0.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,0.0,0.0,3.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,1.0,1.3333333333333333,2.6666666666666665,0.0,4.0,1.3333333333333333,0.0,4.0,3.3333333333333335,3.3333333333333335,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.0,1.3333333333333333,0.0,2.0,2.6666666666666665,1.3333333333333333,0.0,2.6666666666666665,4.0,1.3333333333333333,4.0,0.0,4.0,1.3333333333333333,4.0,1.3333333333333333,2.6666666666666665,4.0,1.3333333333333333,1.3333333333333333,4.0,4.0,0.0,0.0,1.6666666666666667,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333
